FLOOR,SECTION,STACK_ROOM,SHELF_NO,ROW,SUBJECT,CALLNO_FROM,CALLNO_TO
GROUND,GENERAL,,1,1,EC,EC 006.454 BEC,EC 621.3 HAY
GROUND,GENERAL,,1,2,EC,EC 621.3 INA/1,EC 621.3 SAD
GROUND,GENERAL,,1,3,EC,EC 621.311 BIL,EC 621.381 ARA
GROUND,GENERAL,,1,4,EC,EC 621.381 BAB,EC 621.381 GRO
GROUND,GENERAL,,1,5,EC,EC 621.381 HAY,EC 621.381 MAI
GROUND,GENERAL,,1,6,EC,EC 621.381 MAL,EC 621.381 MIL
GROUND,GENERAL,,2,1,EC,EC 621.381 MIT,EC 621.381 PUN
GROUND,GENERAL,,2,2,EC,EC 621.381 RAM,EC 621.381 SED
GROUND,GENERAL,,2,3,EC,EC 621.381 SIN,EC 621.381 ZBA
GROUND,GENERAL,,2,4,EC,EC 621.38104 HSU,EC 621.3813 KUL
GROUND,GENERAL,,2,5,EC,EC 621.3813 KUL,EC 621.38133 ROY
GROUND,GENERAL,,2,6,EC,EC 621.3815 AGA,EC 621.3815 BEL
GROUND,GENERAL,,3,1,EC,EC 621.3815 BEL,EC 621.3815 FLO
GROUND,GENERAL,,3,2,EC,EC 621.3815 FRA,EC 621.3815 MAH
GROUND,GENERAL,,3,3,EC,EC 621.3815 MAR,EC 621.3815 NAG
GROUND,GENERAL,,3,4,EC,EC 621.3815 PAL,EC 621.3815 SAT
GROUND,GENERAL,,3,5,EC,EC 621.3815 SAT,EC 621.3815 SUR
GROUND,GENERAL,,3,6,EC,EC 621.3815 TER,EC 621.38152 SZE
GROUND,GENERAL,,4,1,EC,EC 621.38152 SZE,EC 621.382 CHA
GROUND,GENERAL,,4,2,EC,EC 621.382 CHA/P,EC 621.382 HAY
GROUND,GENERAL,,4,3,EC,EC 621.382 HOU,EC 621.382 PAN
GROUND,GENERAL,,4,4,EC,EC 621.382 PET,EC 621.382 RIC
GROUND,GENERAL,,4,5,EC,EC 621.382 ROD,EC 621.382 SKL
GROUND,GENERAL,,4,6,EC,EC 621.382 SKL,EC 621.382 TOM
GROUND,GENERAL,,5,1,EC,EC 621.382011 JER,EC 621.3821 LEO
GROUND,GENERAL,,5,2,EC,EC 621.3821 MIT,EC 621.38216 MIL
GROUND,GENERAL,,5,3,EC,EC 621.38216 MIL,EC 621.3822 CHA
GROUND,GENERAL,,5,4,EC,EC 621.3822 CHE,EC 621.3822 KAN
GROUND,GENERAL,,5,5,EC,EC 621.3822 KAT,EC 621.3822 PRO
GROUND,GENERAL,,5,6,EC,EC 621.3822 RAB,EC 621.3822 STE
GROUND,GENERAL,,6,1,EC,EC 621.3822 TAN,EC 621.38223 NAG
GROUND,GENERAL,,6,2,EC,EC 621.38223 OPP,EC 621.3827 GOW
GROUND,GENERAL,,6,3,EC,EC 621.38275 AGR,EC 621.38275 SEN
GROUND,GENERAL,,6,4,EC,EC 621.384 GUP,EC 621.38483 ELL
GROUND,GENERAL,,6,5,EC,EC 621.38483 KRA,EC 621.388 GUL
GROUND,GENERAL,,6,6,EC,EC 621.388 GUL,EC 621.3916 DEC
GROUND,GENERAL,,7,1,EC,EC 621.3916 GAN,EC 621.3916 MAN
GROUND,GENERAL,,7,2,EC,EC 621.3916 MAT,EC 621.3916 VFF
GROUND,GENERAL,,7,3,EC,EC 621.3916 UFF,EC 621.395 FLE
GROUND,GENERAL,,7,4,EC,EC 621.395 FLE,EC 621.395 LEA
GROUND,GENERAL,,7,5,EC,EC 621.395 LIE,EC 621.395 PAR
GROUND,GENERAL,,7,6,EC,EC 621.395 PED,EC 621.395 SZE
GROUND,GENERAL,,8,1,EC,EC 621.395 TAU,EC 621.395 WAK
GROUND,GENERAL,,8,2,EC,EC 621.395 WAK,EC 621.3981 COX
GROUND,GENERAL,,8,3,EC,EC 621.3981 DES,EC 621.3981 PRE
GROUND,GENERAL,,8,4,EC,EC 621.3981 PRE,EC 629.895 MAZ
GROUND,GENERAL,,8,5,EC,EC 681.2 KAR,EC 910.285 KUM
GROUND,GENERAL,,9,1,CS,CS 001.5 SUS,CS 004 JAG
GROUND,GENERAL,,9,2,CS,CS 004 LEO,CS 004.16 GAB
GROUND,GENERAL,,9,3,CS,CS 004.16 GIL,CS 004.22 HAM
GROUND,GENERAL,,9,4,CS,CS 004.22 HEN,CS 004.22 TAN
GROUND,GENERAL,,9,5,CS,CS 004.33 SIM,CS 004.6 KAM
GROUND,GENERAL,,9,6,CS,CS 004.6 STA,CS 004.65 BER
GROUND,GENERAL,,10,1,CS,CS 004.65 BLA,CS 004.65 TAN
GROUND,GENERAL,,10,2,CS,CS 004.65 WHI,CS 004.678 LYN
GROUND,GENERAL,,10,3,CS,CS 004.678 NAP,CS 005.10685 KAN
GROUND,GENERAL,,10,4,CS,CS 005.11 AGG,CS 005.11 TAX
GROUND,GENERAL,,10,5,CS,CS 005.11SOM,CS 005.131 HOP
GROUND,GENERAL,,10,6,CS,CS 005.131 KOH,CS 005.133 B BAL
GROUND,GENERAL,,11,1,CS,CS 005.133 B COR,CS 005.133C KAN
GROUND,GENERAL,,11,2,CS,CS 005.133 C KAN,CS 005.133 C
GROUND,GENERAL,,11,5,CS,CS 005.133 CB BAL,CS 005.133 J JAI
GROUND,GENERAL,,11,6,CS,CS 005.133 J KOG,CS 005.265 ABE
GROUND,GENERAL,,12,1,CS,CS 005.275 LIN,CS 005.432 BEC
GROUND,GENERAL,,12,2,CS,CS 005.432 CHO,CS 005.432 TAN
GROUND,GENERAL,,12,3,CS,CS 005.432 L BOB,CS 005.4476 CHO
GROUND,GENERAL,,12,4,CS,CS 005.453 AHO,CS 005.73 PRA
GROUND,GENERAL,,12,5,CS,CS 005.73 WAI,CS 005.73 J GOO
GROUND,GENERAL,,12,6,CS,CS 005.73 J HUB,CS 005.74 NAR
GROUND,GENERAL,,13,1,CS,CS 005.74 OPP,CS 005.74 ULL
GROUND,GENERAL,,13,3,CS,CS 006 BIT,CS006.312 WEI
GROUND,GENERAL,,13,4,CS,CS 006.32 AND,CS 006.32 YEG
GROUND,GENERAL,,13,5,CS,CS 006.32 ZUR,CS 006.454 JUR
GROUND,GENERAL,,13,6,CS,CS 006.5 QUA,CS 006.5 QUA
GROUND,GENERAL,,14,1,CS,CS 006.6 CHO,CS 006.6 C HEA
GROUND,GENERAL,,14,2,CS,CS 006.6 HIL,CS 006.7 STE
GROUND,GENERAL,,14,3,CS,CS 006.76 BAL,CS 670.285 GRO
GROUND,GENERAL,,14,4,CS,CS 670.285 GRO,CS 910.285 HEY
GROUND,GENERAL,,15,1,MCA,MCA 001.424 GIL,MCA 004.16 CLE
GROUND,GENERAL,,15,2,MCA,MCA 004.16 NIS,MCA 004.22 SIM
GROUND,GENERAL,,15,3,MCA,MCA 004.22 SIM, MCA 004.36 ORF
GROUND,GENERAL,,15,4,MCA,MCA 004.36 SMI,MCA 004.65 TAN
GROUND,GENERAL,,15,5,MCA,MCA 004.65 ZAC, MCA 004.7 LOT
GROUND,GENERAL,,15,6,MCA,MCA 005.1 AHO,MCA 005.1 KNU
GROUND,GENERAL,,16,1,MCA,MCA 005.1 LEV,MCA 005.11 BEH
GROUND,GENERAL,,16,2,MCA,MCA 005.11 ROY,MCA 005.117 SAT
GROUND,GENERAL,,16,3,MCA,MCA 005.12 ALH,MCA 005.133 B KRI
GROUND,GENERAL,,16,4,MCA,MCA 005.113 C BRO,MCA 005.133 C FOR
GROUND,GENERAL,,16,5,MCA,MCA 005.133 C GOT,MCA 005.133 C VEC
GROUND,GENERAL,,17,3,MCA,MCA 005.133 J ECK,MCA 005.133 X IBM
GROUND,GENERAL,,17,4,MCA,MCA 005.14 DES,MCA 005.42 DHA
GROUND,GENERAL,,17,5,MCA,MCA 005.42 DON,MCA 005.432 DEI
GROUND,GENERAL,,17,6,MCA,MCA 005.432 MIL,MCA 005.432 SIN
GROUND,GENERAL,,18,1,MCA,MCA 005.432 TAN,MCA 005.432 WI PET
GROUND,GENERAL,,18,2,MCA,MCA 005.4462 COL,MCA 005.73 C
GROUND,GENERAL,,18,4,MCA,MCA 005.74 ULL,MCA 005.82 STA
GROUND,GENERAL,,18,5,MCA,MCA 005.82 TRA,MCA 006.3 ROI
GROUND,GENERAL,,18,6,MCA,MCA 006.3 WIN,MCA 006.6 ESS
GROUND,GENERAL,,19,1,MCA,MCA 006.6 FOL,MCA 006.6 XIA
GROUND,GENERAL,,19,2,MCA,MCA 006.7 GUP,MCA 006.78 BUY
GROUND,GENERAL,,19,3,MCA,MCA 055.1 CHA,MCA 512 TRE
GROUND,GENERAL,,19,4,MCA,MCA 512 VEE,MCA 519.72 
GROUND,GENERAL,,19,5,MCA,MCA 572.8 BAR,MCA 621.382 BLA
GROUND,GENERAL,,19,6,MCA,MCA 621.3916 ANT,MCA 621.3916 LIU
GROUND,GENERAL,,20,1,MCA,MCA 621.3916 RAF,MCA 621.392 PER
GROUND,GENERAL,,20,2,MCA,MCA 621.395 FLO,MCA 658 MAS
GROUND,GENERAL,,20,3,MCA,MCA 658.15 HAN,MCA 658.4038 EFF
GROUND,GENERAL,,20,4,MCA,MCA 658.4038 LAU,MCA 808.0666 RIZ
GROUND,GENERAL,,21,1,MCA,EE 333.79 AND,EE 621.31 BHA
GROUND,GENERAL,,21,2,MCA,EE 621.31 BHA,EE 621.31 NAI
GROUND,GENERAL,,21,3,MCA,EE 621.31 NAI,EE 621.31 THE
GROUND,GENERAL,,21,4,MCA,EE 621.31 THE,EE 621.31042 FIT
GROUND,GENERAL,,21,5,MCA,EE 621.31042 GUP,EE 621.31042 LAN
GROUND,GENERAL,,21,6,MCA,EE 621.31042 LAN,EE 621.3121 ARO
GROUND,GENERAL,,22,1,MCA,EE 621.3121 ARO,EE 621.3121 NAG
GROUND,GENERAL,,22,2,MCA,EE 621.3121 NAI,EE 621.3121 TAY
GROUND,GENERAL,,22,3,MCA,EE 621.3121 WAD,EE 621.317 GUP
GROUND,GENERAL,,22,4,MCA,EE 621.317 GUP,EE 621.317 MOH
GROUND,GENERAL,,22,5,MCA,EE 621.317 MOH,EE 621.317 SEN
GROUND,GENERAL,,22,6,MCA,EE 621.317 SEN,EE 621.3191 DIX
GROUND,GENERAL,,23,1,MCA,EE 621.3191 DUG,EE 621.3191 WED
GROUND,GENERAL,,23,2,MCA,EE 621.31913 BEG,EE 621.3192 DES
GROUND,GENERAL,,23,3,MCA,EE 621.3192 DES,EE 621.3192 RAS
GROUND,GENERAL,,23,4,MCA,EE 621.3192 RAS,EE 621.3815287 RAM
GROUND,GENERAL,,23,5,MCA,EE 621.89 GOP,EE 629.83 APP
GROUND,GENERAL,,23,6,MCA,EE 629.83 ANA,EE 629.83 NAG
GROUND,GENERAL,,24,1,MCA,EE 629.83 GHO,EE 629.83 OGA
GROUND,GENERAL,,24,2,MCA,EE 629.83 OGA,EE 629.83 XAV
GROUND,GENERAL,,24,3,MCA,EE 629.832 NAR,EE 629.89 RAV
GROUND,GENERAL,,25,1,ME,ME 004.16 ZAC,ME 530.12 PEE
GROUND,GENERAL,,25,2,ME,ME 532.053 BAL,ME 604.2 GIL
GROUND,GENERAL,,25,3,ME,ME 604.2 JOH,ME 620 ADI
GROUND,GENERAL,,25,4,ME,ME 620 CHI,ME 620.0042 HAI
GROUND,GENERAL,,25,5,ME,ME 620.0042 KOS,ME 620.00452 BAL
GROUND,GENERAL,,25,6,ME,ME 620.00452 SRI,ME 620.1 BEE
GROUND,GENERAL,,26,1,ME,ME 620.1 BEE,ME 620.1 KUM
GROUND,GENERAL,,26,2,ME,ME 620.1 KUM,ME 620.1 SHA
GROUND,GENERAL,,26,3,ME,ME 620.1 SHA,ME 620.105 POP
GROUND,GENERAL,,26,4,ME,ME 620.105 POP,ME 620.106 RAM
GROUND,GENERAL,,26,5,ME,ME 620.106 RAJ,ME 620.106 TRU
GROUND,GENERAL,,26,6,ME,ME 620.1064 SUB,ME 620.106407 AND
GROUND,GENERAL,,27,1,ME,ME 620.106407 AND,ME 620.11 RAG
GROUND,GENERAL,,27,2,ME,ME 620.11 VAN,ME 620.112 SUB
GROUND,GENERAL,,27,3,ME,ME 620.112 RAT,ME 620.16 DIE
GROUND,GENERAL,,27,4,ME,ME 620.16 DIE,ME 621 BHA
GROUND,GENERAL,,27,5,ME,ME 621 CHA,ME 621 RAJ
GROUND,GENERAL,,27,6,ME,ME 621 RAM,ME 621.042 TWI
GROUND,GENERAL,,28,1,ME,ME 621.042 TWI,ME 621.078 RAG
GROUND,GENERAL,,28,2,ME,ME 621.1074 RAT,ME 621.2 RAJ
GROUND,GENERAL,,28,3,ME,ME 621.2 RAJ,ME 621.402 BAL
GROUND,GENERAL,,28,4,ME,ME 621.402 BAL,ME 621.2 SOM
GROUND,GENERAL,,28,5,ME,ME 621.4021 ARO,ME 621.402 JEY
GROUND,GENERAL,,28,6,ME,ME 621.4021 MCG,ME 621.4021 ROG
GROUND,GENERAL,,29,1,ME,ME 621.4021 ROG,ME 621.4021 WON
GROUND,GENERAL,,29,2,ME,ME 621.4022 CHE,ME 621.4022 RAJ
GROUND,GENERAL,,29,3,ME,ME 621.4022 RAO,ME 621.406 VEN
GROUND,GENERAL,,29,4,ME,ME 621.406 VEN,ME 621.43 GAN
GROUND,GENERAL,,29,5,ME,ME 621.43 GUP,ME 621.433 SAR
GROUND,GENERAL,,29,6,ME,ME 621.433 SAR,ME 621.483 ELW
GROUND,GENERAL,,30,1,ME,ME 621.483 ELW,ME 621.483 NAG
GROUND,GENERAL,,30,2,ME,ME 621.483 NAG,ME 621.56 KHU
GROUND,GENERAL,,30,3,ME,ME 621.56 PRA,ME 621.8 RAT
GROUND,GENERAL,,30,4,ME,ME 621.8 SHA,ME 621.811 AMB
GROUND,GENERAL,,30,5,ME,ME 621.815 BHA,ME 621.815 SHI
GROUND,GENERAL,,30,6,ME,ME 621.816 BLO,ME 624.171 VAZ
GROUND,GENERAL,,31,1,ME,ME 624.1776 TIM,ME 629.2 CHO
GROUND,GENERAL,,31,2,ME,ME 629.2 GIL,ME 629.287 ERJ
GROUND,GENERAL,,31,3,ME,ME 629.28 CRO,ME 629.892 MAS
GROUND,GENERAL,,31,4,ME,ME 658.5 MAH,ME 669.9 AVN
GROUND,GENERAL,,31,5,ME,ME 669.9 AVN,ME 670.285 CHA
GROUND,GENERAL,,32,1,ME,ME 670.285 KES,ME 670.423 TEJ
GROUND,GENERAL,,32,2,ME,ME 670.423 TEJ,ME 671.52 JEF
GROUND,GENERAL,,32,3,ME,ME 671.52 KHA,ME 671.35 JAI
GROUND,GENERAL,,33,1,CE,CE 333.79 KHA,CE 526.9 RAN
GROUND,GENERAL,,33,2,CE,CE 526.9 ROY,CE 620.105 SIN
GROUND,GENERAL,,33,3,CE,CE 620.112 BAN,CE 620.112 NAS
GROUND,GENERAL,,33,4,CE,CE 620.112 RAJ,CE 620.112 PRA
GROUND,GENERAL,,33,5,CE,CE 620.136 SHE,CE 624 KAN
GROUND,GENERAL,,33,5,CE,CE 624.1 CEN,CE 620.1513 SIN
GROUND,GENERAL,,34,1,CE,CE 624.17 MAN,CE 624.17 ZIE
GROUND,GENERAL,,34,2,CE,CE 624.171 MEN,CE 624.171 MEN/A
GROUND,GENERAL,,34,3,CE,CE 624.171 NAV,CE 624.171 VAZ
GROUND,GENERAL,,34,4,CE,CE 624.171 VAZ,CE 624.1821 BHA
GROUND,GENERAL,,34,5,CE,CE 624.1821 BHA,CE 624.1821 DUG
GROUND,GENERAL,,34,6,CE,CE 624.1821 GAY,CE 624.18341 KRI
GROUND,GENERAL,,35,1,CE,CE 624.18341 PUN,CE 625 SAX
GROUND,GENERAL,,35,2,CE,CE 625.14 MUN,CE 627.52 PUN
GROUND,GENERAL,,35,3,CE,CE 628 ALL,CE 629.04 CHA
GROUND,GENERAL,,35,4,CE,CE 629.04 CHA,CE 690 RAN
GROUND,GENERAL,,35,5,CE,CE 690 SUG,CE 721.046 KOE
GROUND,GENERAL,,41,1,MH,MH 510.0245 LYO,MH 510.02462 GAN
GROUND,GENERAL,,41,2,MH,MH 510.02462 GRE,MH 510.02462 KRE
GROUND,GENERAL,,41,3,MH,MH 510.02462 LAK,MH 510.02462 SRI
GROUND,GENERAL,,41,4,MH,MH 510.02462 TAN,MH 511.3 ROS
GROUND,GENERAL,,41,5,MH,MH 511.3 ROS,MH 512 KOL
GROUND,GENERAL,,41,6,MH,MH 512 KOL,MH 512.5 HOT
GROUND,GENERAL,,42,1,MH,MH 512.5 LAY,MH 515 THO
GROUND,GENERAL,,42,2,MH,MH 515.2433 BAC,MH 515.6 BAL
GROUND,GENERAL,,42,3,MH,MH 516.6 CHA,MH 515.602462 SAN
GROUND,GENERAL,,42,4,MH,MH 515.63 SPI,MH 519.02462 JOH
GROUND,GENERAL,,42,5,MH,MH 519.2 ALL,MH 519.2 ROS
GROUND,GENERAL,,43,1,MH,MH 519.2 STA,MH 519.7 GUP
GROUND,GENERAL,,43,2,MH,MH 519.7 GUP,MH 620.0015196 RAO
GROUND,GENERAL,,43,3,MH,MH 620.0015196 RAO,MH 620.001596 RAO
GROUND,GENERAL,,44,1,MH,EL 302.2 GAM,EL 421.55 SET
GROUND,GENERAL,,44,2,MH,EL 423.1 SHA,EL 658.45 MOH
GROUND,GENERAL,,44,3,MH,EL 658.45 PRA,EL 820.8 REE
GROUND,GENERAL,,48,1,MH,CH 540 JON,CH 540.2462 AGG
GROUND,GENERAL,,48,2,MH,CH 540.2462 DAR,CH 540.2462 UPP
GROUND,GENERAL,,48,3,MH,CH 541.2242 GOP,CH 547.2 BHA/V.2
GROUND,GENERAL,,48,4,MH,CH 547.7 GOW,CH 690 CHU
GROUND,GENERAL,,47,1,MH,PH 530 ABH,PH 530.02462 PAL
GROUND,GENERAL,,47,2,MH,PH 530.02462 PAN,PH 530.02462 VAS
GROUND,GENERAL,,47,3,MH,PH 530.078 ABD,PH 537.622 NEA
GROUND,GENERAL,,47,4,MH,PH 539 MUR,PH 621.3694 BOY
GROUND,GENERAL,,46,1,MH,EM 330 AGA,EM 330 DEW
GROUND,GENERAL,,46,2,MH,EM 330 EMM,EM 620.8 HEN
GROUND,GENERAL,,46,3,MH,MG 001.42 CHA,MG 658.4011 GUP
GROUND,GENERAL,,46,4,MH,MG 658.4011 MAH,MG 658.5 BAN
GROUND,GENERAL,,46,5,MH,MG 658.5 BAN,MG 658.57 KOT
GROUND,GENERAL,,46,6,MH,MG 658.56 JAI,MG 658.562 WAD
GROUND,GENERAL,,49,1,EI,EI 003.7 TRI,EI 620.0044 SAW
GROUND,GENERAL,,49,2,EI,EI 621.31913 HIN,EI 621.38154 GOH
GROUND,GENERAL,,49,3,EI,EI 621.38154 GUP,EI 621.38154 RAJ
GROUND,GENERAL,,49,4,EI,EI 621.38154 RAN,EI 629.8 COU
GROUND,GENERAL,,49,5,EI,EI 629.8 HAR,EI 660.281 AUS
GROUND,GENERAL,,49,6,EI,EI 660.2815 CHI,EI 681.2 KEN
GROUND,BOOK BANK,2,,1,,FIRST YEAR BOOKS,,
GROUND,BOOK BANK,2,,2,,FIRST YEAR BOOKS,,
GROUND,BOOK BANK,2,,3,,FIRST YEAR BOOKS,,
GROUND,BOOK BANK,2,,4,,FIRST YEAR BOOKS,,
GROUND,BOOK BANK,2,,5,,FIRST YEAR BOOKS,,
GROUND,BOOK BANK,2,,6,,FIRST YEAR BOOKS,,
GROUND,BOOK BANK,2,,7,,FIRST YEAR BOOKS,,
GROUND,BOOK BANK,2,,8,,FIRST YEAR BOOKS,,
GROUND,BOOK BANK,2,,9,,FIRST YEAR BOOKS,,
GROUND,BOOK BANK,2,,10,,FIRST YEAR BOOKS,,
GROUND,BOOK BANK,2,,11,,FIRST YEAR BOOKS,,
GROUND,BOOK BANK,2,,12,,FIRST YEAR BOOKS,,
GROUND,BOOK BANK,2,,13,,FIRST YEAR BOOKS,,
GROUND,BOOK BANK,2,,14,,FIRST YEAR BOOKS,,
GROUND,BOOK BANK,2,,15,,ELECTRONICS AND COMMUNICATION ENGINEERING,,
GROUND,BOOK BANK,2,,16,,ELECTRONICS AND COMMUNICATION ENGINEERING,,
GROUND,BOOK BANK,2,,17,,ELECTRONICS AND COMMUNICATION ENGINEERING,,
GROUND,BOOK BANK,2,,18,,ELECTRONICS AND COMMUNICATION ENGINEERING,,
GROUND,BOOK BANK,2,,19,,ELECTRONICS AND COMMUNICATION ENGINEERING,,
GROUND,BOOK BANK,2,,20,,ELECTRONICS AND COMMUNICATION ENGINEERING,,
GROUND,BOOK BANK,2,,21,,ELECTRONICS AND COMMUNICATION ENGINEERING,,
GROUND,BOOK BANK,2,,22,,ELECTRONICS AND INSTRUMENTATION,,
GROUND,BOOK BANK,2,,23,,ELECTRONICS AND INSTRUMENTATION,,
GROUND,BOOK BANK,2,,24,,ELECTRICAL AND ELECTRONICS ENGINEERING,,
GROUND,BOOK BANK,2,,25,,ELECTRICAL AND ELECTRONICS ENGINEERING,,
GROUND,BOOK BANK,2,,26,,ELECTRICAL AND ELECTRONICS ENGINEERING,,
GROUND,BOOK BANK,2,,27,,CIVIL ENGINEERING,,
GROUND,BOOK BANK,2,,28,,CIVIL ENGINEERING,,
GROUND,BOOK BANK,2,,29,,CIVIL ENGINEERING,,
GROUND,BOOK BANK,2,,30,,MECHANICAL ENGINEERING,,
GROUND,BOOK BANK,2,,31,,MECHANICAL ENGINEERING,,
GROUND,BOOK BANK,2,,32,,MECHANICAL ENGINEERING,,
GROUND,BOOK BANK,2,,33,,COMPUTER SCIENCE,,
GROUND,BOOK BANK,2,,34,,MASTER OF COMPUTER APPLICATIONS,,
GROUND,BOOK BANK,2,,35,,ECONOMICS,,
GROUND,BOOK BANK,2,,36,,MANAGEMENT,,
GROUND,BOOK BANK,2,,37,,MCA,,
GROUND,BOOK BANK,2,,38,,COMPUTER SCIENCE,,
GROUND,BOOK BANK,2,,39,,COMPUTER SCIENCE,,
GROUND,BOOK BANK,2,,40,,COMPUTER SCIENCE,,
GROUND,BOOK BANK,2,,41,,COMPUTER SCIENCE,,
GROUND,BOOK BANK,2,,42,,COMPUTER SCIENCE,,
GROUND,BOOK BANK,2,,43,,COMPUTER SCIENCE,,
GROUND,BOOK BANK,2,,44,,COMPUTER SCIENCE,,
SECOND,REFERENCE,,1,1,MCA,MCA 001.424 GIL    , MCA 004.35 DON
SECOND,REFERENCE,,1,2,MCA,MCA 004 NAM   , MCA 004.35 DON
SECOND,REFERENCE,,1,3,MCA,MCA 004.1 LEO  , MCA 004.35 DON
SECOND,REFERENCE,,1,4,MCA,MCA 004.165 ROD   , MCA 004.35 DON
SECOND,REFERENCE,,2,1,MCA,MCA 004.21 SAT   , MCA 004.35 DON
SECOND,REFERENCE,,2,2,MCA,MCA 004.22 PAR , MCA 004.35 DON
SECOND,REFERENCE,,2,3,MCA,MCA 004.35 FLY , MCA 004.54 BRO
SECOND,REFERENCE,,2,4,MCA,MCA 004.6 ASH , MCA 004.62 COM
SECOND,REFERENCE,,3,1,MCA,MCA 004.62 FOR , MCA 004.65 MAN
